otu-17:m48n729-s522,m48n729-s522
otu-18:m48n729-s522,m48n729-s522
otu-19:m48n729-s522,m48n729-s522
otu-20:m48n729-s522,m48n729-s522
otu-21:m48n729-s522,m48n729-s522
otu-25:m48n729-s522,m48n729-s522
otu-26:m48n729-s522,m48n729-s522
otu-27:m48n729-s522,m48n729-s522
otu-28:m48n729-s522,m48n729-s522
otu-30:m48n729-s522,m48n729-s522
